id,title,content,summary,url,date
136,Why Crypto Adoption Stalled – And What Can Restart It,"The number of cryptocurrency users could exceed 900 million globally by the end of this year, if recent growth rates hold. Total market cap is well into the trillions of dollars, and is projected to keep increasing over the next five years.  Even so, crypto would remain a niche asset class rather than the currency of choice for most of the world’s 8 billion inhabitants. At this moment, the user penetration rate is barely 7%. So let’s be clear on what’s bogging down the pace at which people begin to accept crypto. Then let’s figure out what to do about it.  The first part is the easiest, because it boils down to one word: Trust.  Institutional investors have come to adopt crypto, signalling their acceptance by launching ETFs securitizing spot Bitcoin and Ether. But that’s not growing crypto’s wallet share – it’s cannibalizing it instead. Rather than going on DeFi apps to buy and sell digital currencies, everyday retail investors conduct transactions from their more familiar legacy brokerage accounts.  And that should be a wakeup call for the crypto space. At a time when the entire industry should be doing all it can to garner the trust of the average retail investor, many on the inside may be ignoring layers of baked-in complexity that make people yearn for the relative comfort of their stockbrokers’ apps. After all, familiarity fosters trust, while complexity often breeds doubt and skepticism. “Bridging the gap to mainstream adoption requires addressing a fundamental trust deficit,” says Brian Breslin, a senior executive atTELUS Digital,a global firm that integrates artificial intelligence and human agents to deliver seamless customer experiences for crypto. “The future of sustainable growth and mainstream crypto adoption hinges on a dedicated, industry-wide commitment to prioritizing the new, non-technical customer.""  Breslin identifies three major contributors to this trust deficit: These are all elements of the broader CX ecosystem – every bit as much as the user interface. Still,UI/UX friction pointsremain the most important of these factors, and CX for many crypto exchanges is fraught with non-intuitive processes. These result in: Every point at which new or potential users come into contact with the DeFi product is a point where the platform can lose them. That’s where a strong customer support presence comes in. The days when a static list of FAQs would suffice are long gone. Chatbots have their use cases, but they don’t comprehend the world the way humans do, and their lack of situational awareness can put people off. DeFi leaders need to understand one thing that traditional financial services providers have always understood: This is a people business. “Often there's a gap between what a customer is actually experiencing on a crypto or digital assets platform and what the platform itself thinks is the experience it's delivering,” Breslin says. “So we look at what is the user journey, how can we improve the sentiment or the sense of trust at the different points of that journey.” This journey begins with onboarding, and the platform that loses its customers here is unlikely to ever get them to proceed – and almost certainly will never get them back. This isn’t a matter of an abandoned cart; this represents the evaporation of each prospect’s lifetime value.Onboarding needs to be streamlined and rendered much more intuitive, and AI can help automate what had previously been manual processes. The first, and perhaps biggest hurdle for DeFi in this regard is the Know Your Client (KYC) process. Everyone who signs up must provide – and must be willing to provide – personal data and sometimes banking information. This must be documented by government-sanctioned photo ID, proof of address, biometric verification and a background check.  “The initial onboarding is hypercritical,” Breslin says, noting that 63% of potential customers abandon financial services apps at this point. “There's a lot of frustration when you're going through delays. So we look at that user journey through the KYC process. We bring in procedures to let the user know why there is a KYC process and that in itself builds trust. We also update the timeline so users can track their progress and see where they are in the journey.”  Even so, that’s just the beginning of the CX requirements. Proactive and transparent communications should be applied to security and privacy concerns, which will only become more critical as the new client becomes a more frequent user. This means having an accessible, knowledgeable customer support team and this is where AI can really make a difference. While AI- supported self-service should be an option, users should also have the choice to speak with a human agent. Backed by an AI-fueled knowledge base and next-best action engine, a human agent can give users the most up-to-date and authoritative answers and optimal suggestions with a personal touch.  “When it does get to the point that users need to interact with an agent, we use AI to streamline the process by providing agents with solutions such as next-best-action recommendations, interaction histories, and automated article suggestions from knowledge bases so they can get to the most accurate answer a lot more quickly,” according to Breslin.  Additionally, while crypto platforms operate in highly-regulated environments, meeting those obligations doesn’t have to mean creating points of friction for users. A thoughtfully designed customer journey can make compliance feel seamless.  He notes that working with a partner such as TELUS Digital, which has a commitment to providing ongoing training and upskilling for its CX agents, helps them stay up-to-date with new global regulations as they emerge. By focusing on delivering trusted, secure, seamless customer experiences, crypto platforms can significantly lower the barrier to entry for new users. Improving CX often leads to increased user confidence, greater adoption rates and stronger ongoing engagement. ""Ultimately, a positive and trustworthy customer experience will be a key differentiator for crypto platforms looking to expand their user base and achieve mainstream adoption,"" Breslin says. Trust is no longer just a brand value. Rather, it’s a core operational function in customer experience. This is particularly true in crypto. Any industry in which users entrust platforms with personal data and digital identities – not to mention money – must instill trust into every step of the customer journey from onboarding and verification to transparency in transactions and support responsiveness. Platforms must attract and engage users before they can move on to that even greater challenge: retaining them. It's all about building systems, policies and experiences that prove the platform is secure, ethical and accountable. TELUS Digital is among a select few thought leaders specializing in developing end-to-end CX journeys for crypto projects as well as building intuitive and user-friendly mobile applications for some of the world's most trusted brands. Its website can be found athttps://www.telusdigital.com/.",,https://www.coindesk.com/sponsored-content/why-crypto-adoption-stalled-and-what-can-restart-it,2025-05-09
137,TELUS Digital,,,https://www.telusdigital.com/crypto-cx-solutions,2025-05-09
138,"DOGE, XRP, ETH, SOL Follow Bitcoin Through the Cloud as Altcoin Momentum Builds"," This is a daily technical analysis by CoinDesk analyst and Chartered Market Technician Omkar Godbole. About two weeks ago, I discussed bitcoin's (BTC) bullish breakout above a technical resistance called the Ichimoku cloud andpotential for a rally to $100,000. This week, the cryptocurrency obligingly surged into six figures. Now, top alternative cryptocurrencies such as memecoinDOGE, payments-focusedXRP, the Ethereum blockchain's ether (ETH) and Solana'sSOLhave also crossed above the cloud, flashing bullish signals. The analysis, developed by a Japanese journalist in the 1960s, is used to identify support and resistance, momentum and trend change in price actions. The indicator comprises five lines: Leading Span A, Leading Span B, Conversion Line or Tenkan-Sen (T), Base Line or Kijun-Sen (K), and a lagging closing price line. The gap between the first two lines makes the cloud. Crossovers above and below the Ichimoku cloud are taken to represent bullish and bearish shifts in momentum. The chart shows XRP and DOGE moving above their respective Ichimoku clouds, signaling more gains. In XRP's case, the breakout shifts focus to resistance at around 30 cents, characterized by the trendline falling from February highs. DOGE is trading close to its bear market trendline, which, if topped, would expose resistance at $3.02, the lower high created on March 2. In ETH's case, the breakout has opened the doors to the 200-day simple moving average (SMA) at $2,700. Meanwhile, SOL may encounter resistance at $218, the 61.8% Fibonacci retracement of the January to April sell-off.  Omkar Godbole is a Co-Managing Editor on CoinDesk's Markets team based in Mumbai, holds a masters degree in Finance and a Chartered Market Technician (CMT) member.  Omkar previously worked at FXStreet, writing research on currency markets and as fundamental analyst at currency and commodities desk at Mumbai-based brokerage houses. Omkar holds small amounts of bitcoin, ether, BitTorrent, tron and dot.",,https://www.coindesk.com/markets/2025/05/09/from-bitcoin-topping-cloud-to-doge-xrp-eth-sol-catching-up-momentum-builds-in-the-altcoin-sector,2025-05-09
139,What’s Next for Bitcoin With Crypto Market Cheering Trump's Trade Deal Hype?,"Bitcoin (BTC) is fast closing on the $100,000 mark as U.S. President Donald Trump teased a major trade deal, with reports suggesting it could be with the U.K. The upswing in prices is consistent with the cryptocurrency's broader bullish technical setup and buoyant risk sentiment in traditional markets. As of this writing, the Asian stocks traded higher, with the futures tied to the S&P 500 up by 0.6%. Still, a couple of factors suggest the $100,000 breakout may not be a smooth ride. Firstly,as per the Wall Street Journal, the big trade deal that Trump teased on Truth Social could be a ""framework of an announcement with tariff adjustments."" In other words, the impending announcement could be a framework of discussions that could lead to a trade deal weeks or months from now. So, the bullish momentum in BTC could slow once the initial optimism fades. Asdiscussed earlier this week, the $99,900 could prove a tough nut to crack due to the potential for increased selling pressure from those who bought coins around these levels early this year and profit taking by long-term holders. Coinbase premium indicator, which measures the spread between BTC's dollar-denominated price on the Coinbase exchange and tether-denominated price on Binance, is widely seen as a proxy for demand from the U.S.-based investors. In the past, sustained BTC bull runs have been characterized by an uptick in the Coinbase premium. However, since late April, the seven-day moving average of the Coinbase premium has diverged bearishly from the price. While BTC set a new multi-week high during the Asian session, the 14-hour relative strength index, an indicator used to gauge momentum and overbought and oversold conditions, didn't follow suit. The resulting bearish divergence suggests the momentum may be weakening. Omkar Godbole is a Co-Managing Editor on CoinDesk's Markets team based in Mumbai, holds a masters degree in Finance and a Chartered Market Technician (CMT) member.  Omkar previously worked at FXStreet, writing research on currency markets and as fundamental analyst at currency and commodities desk at Mumbai-based brokerage houses. Omkar holds small amounts of bitcoin, ether, BitTorrent, tron and dot.",,https://www.coindesk.com/markets/2025/05/08/what-s-next-for-bitcoin-with-crypto-market-cheering-trump-s-trade-deal-hype,2025-05-09
140,Bettors Lose Millions Predicting the New Pope as Polymarket Edge Fizzles Out,"Bettors on crypto prediction platform Polymarket have, in recent months, developed an enviable reputation for beating the bookies. So it came as a surprise on Thursday when they got the outcome of the papal conclave very wrong indeed. Winner Robert Francis Prevost wasn’t among the favorites, with bettors only giving the US-born cardinal around a 1% chance of succeeding Pope Francis ahead of the result. Polymarket bettors, like traditional betting markets, gave Cardinal Pietro Parolin the highest odds, at 28%. With over$28 millionof bets placed on candidates other than Prevost, the result was a total wipeout for many bettors. The event throws into question the perceived heightened accuracy of betting markets like Poymarket over conventional polls. Polymarket lets users bet on the outcomes of everything from soccer fixtures to political elections. Unlike traditional betting platforms, where the house sets the odds based on its best diligence, Polymarket odds are a real-time reflection of the bets placed by users. Simply put, the more demand there is for a certain outcome, the higher the odds and the prices paid for the bets are. In November, Polymarket gained mainstream notoriety when bettors gave Republican candidate Donald Trump significantly higher odds than most other sources to win the US presidency. “Polymarket prices seem to be wrapping up the views of smart money pretty well,” Koleman Stumpf, an economics professor at Wake Forest University in North Carolina,toldCoinDesk at the time, noting that Polymarket bettors appeared to have a slight edge in predicting the election outcome. A historical dataanalysisconducted by New York City-based data scientist Alex McCullough showed Polymarket previously predicted the outcome of world events one month out with 90% accuracy. The reason Polymarket bettors got the papal conclave result so wrong is that the event is extremely hard to predict, Domer, one of Polymarket’s top pseudonymous bettors,saidon X. “It's like walking into a store that doesn't communicate with the outside world,” he said. “Not even the participants themselves would probably know how to handicap it.” Since it’s hard for bettors to find an edge with such an esoteric bet, many likely defaulted to following the opinions of traditional betting markets and the media, resulting in the close alignment of odds between Polymarket and other betting markets likeBetfair. The rarity of papal conclaves may also have made things difficult. Pope Francis, the previous pope, was appointed in 2013, years before blockchain-based betting platforms like Polymarket existed. It's also possible that many Polymarket bettors likely had no prior experience betting on the event. Political elections, where Polymarket odds have lined up closer to results, are much more frequent and widely understood. According to Domer, the real edge in betting on the papal conclave is not choosing the correct candidate but rather betting against those with too-high odds. He chalked up the high odds of heavy favorites Parolin, and Cardinal Luis Antonio Tagle, who Polymarket bettors gave a 20% chance of winning, to their popularity with the public and the media. ""The pricing for Parolin and Tagle were way too high, and high for not very good reasons,” he said. Read more:Polymarket is 90% Accurate in Predicting World Events: Research Tim reports on all things DeFi. He came to CoinDesk from DL News where he published over 400 articles covering everything from institutional adoption to DAO governance. He reported extensively on North Korea’s $1.4 billion theft from crypto exchange Bybit and documented its impact across the crypto industry. He also conducted multiple investigations into alleged crypto scams, and his reporting on Waves was cited in a lawsuit filed by the FTX Recovery Trust against the blockchain’s founder Sasha Ivanov. His previous reporting on the bankruptcy of crypto hedge fund Three Arrows Capital was also cited in documents submitted to the High Court of Singapore. Disclosure: Tim holds over $1,000 worth of Ethereum.",,https://www.coindesk.com/markets/2025/05/09/bettors-lose-millions-predicting-the-new-pope-as-polymarket-edge-fizzles-out,2025-05-09
141,"Bitcoin's Price Surge to $104K Liquidates Nearly $400M in Bearish BTC Bets, Opening Doors to Further Gains","Bitcoin's rapid price rally has caught traders off guard, triggering large liquidations of bearish short positions. The leading cryptocurrency by market value has risen over 3% to $102,500 in the past 24 hours, with prices topping $104,000 at one point, the highest since Jan. 31. The bullish move came as President Donald Trump announced a comprehensive trade deal with the U.K. and the cumulative inflows into the spot exchange-traded funds (ETFs) hit a record high above $40 billion. The broader market rallied as well, with the total market cap of all coins excluding BTC surging by 10% to $1.14 trillion, the highest since March 6, according to data source TradingView. That has led to substantial liquidations of bearish short positions, or leveraged plays aimed at profiting from price losses. A position is liquidated or forced closed when the trader's account balance falls below the required margin level, often due to adverse price movements. This leads the exchange to close the position to prevent further losses automatically. Nearly $400 million in BTC short positions were liquidated in the past 24 hours—marking the highest single-day total since at least November, according to Coinglass. Meanwhile, $22 million in long positions were also wiped out. This significant imbalance indicates that leverage was heavily tilted towards the bearish side, and the rapid liquidation of shorts suggests there could be more upside potential for the market ahead. Omkar Godbole is a Co-Managing Editor on CoinDesk's Markets team based in Mumbai, holds a masters degree in Finance and a Chartered Market Technician (CMT) member.  Omkar previously worked at FXStreet, writing research on currency markets and as fundamental analyst at currency and commodities desk at Mumbai-based brokerage houses. Omkar holds small amounts of bitcoin, ether, BitTorrent, tron and dot.",,https://www.coindesk.com/markets/2025/05/09/bitcoin-s-price-surge-to-usd104k-liquidates-nearly-usd400m-in-bearish-btc-bets-opening-doors-to-further-gains,2025-05-09
142,"Explosive ETH, ADA, DOGE Moves Spur $800M in Short Liquidations, Highest Since 2023","A broad crypto rally led by ether’s (ETH) 20% surge triggered more than $750 million in short liquidations in the past 24 hours, the highestsingle-day total since 2023for bearish trades. Data from CoinGlass shows that over 84% of the total liquidations came from shorts, with major altcoins jumping 10%–20% in the span of a few hours starting late Thursday. Ether led the charge with a 20% rise, pushing past $2,000 for the first time since early March. DOGE and Cardano’s ADA zoomed more than 10%, fueled by bullish sentiment and momentum trading, with Solana’s SOL, BNB and xrp (XRP) up at least 7%. Liquidations occur when an exchange forcibly closes a trader’s leveraged position due to insufficient margin. It happens when a trader cannot meet the margin requirements for a leveraged position, that is, when they don't have sufficient funds to keep the trade open. Large-scale liquidations can indicate market extremes, like panic selling or buying. A cascade of liquidations might suggest a market turning point, where a price reversal could be imminent due to an overreaction in market sentiment. As such, the uptick in crypto markets came as bitcoin surged above $100,000 on Thursday, with sentiment buoyed on a trade deal between the U.S. and the UK. The late Thursday wipeout ranks among the most severe since bitcoin’s run to $93,000 in March, which saw bears lose over $550 million in a weekend squeeze. In April, a similar rally in ETH and DOGE erased $500 million in shorts — but this move surpassed both, showing renewed risk appetite and a crowded short trade setup. Coinglass data shows that the largest share of losses came from Binance and OKX, which accounted for more than $500 million in liquidations. ETH alone was responsible for over $310 million, while bitcoin-tracked futures led at $375 million. The short squeeze on ETH came as the asset had been range bound for a few weeks amid falling institutional interest and retail sentiment. But Ethereum’srecent Pectra upgrademay be giving traders a reason to bet on the asset, some say. Shaurya is the Co-Leader of the CoinDesk tokens and data team in Asia with a focus on crypto derivatives, DeFi, market microstructure, and protocol analysis.Shaurya holds over $1,000 in BTC, ETH, SOL, AVAX, SUSHI, CRV, NEAR, YFI, YFII, SHIB, DOGE, USDT, USDC, BNB, MANA, MLN, LINK, XMR, ALGO, VET, CAKE, AAVE, COMP, ROOK, TRX, SNX, RUNE, FTM, ZIL, KSM, ENJ, CKB, JOE, GHST, PERP, BTRFLY, OHM, BANANA, ROME, BURGER, SPIRIT, and ORCA.He provides over $1,000 to liquidity pools on Compound, Curve, SushiSwap, PancakeSwap, BurgerSwap, Orca, AnySwap, SpiritSwap, Rook Protocol, Yearn Finance, Synthetix, Harvest, Redacted Cartel, OlympusDAO, Rome, Trader Joe, and SUN.",,https://www.coindesk.com/markets/2025/05/09/explosive-eth-ada-doge-moves-spur-800m-in-short-liquidations-highest-since-2023,2025-05-09
143,Metaplanet Plans a Further $21M Bond Sale to Buy More BTC,"Japanese hotel firm Metaplanet (3350) said it plans to sell another $21.25 million worth of bonds to fund further bitcoin (BTC) purchases. The Tokyo-based firm agreed to issue the debt to EVO FUND on May 9, making it the third such sale in the space of a week,following two issues of $25 million each. The bonds will not bear any interest and have a redemption date of Nov. 9, Metaplanetannounced in a post on X on Friday. The firm's bitcoin stash currently sits at 5,555 BTC ($576 million), the11th largest holding among publicly-traded companiesand the largest of firms outside North America. Metaplanet sharesclosed 2.75% higheron Friday at 524 yen ($3.61), outperforming the Nikkei 225 which gained 1.56%. Read More:Strike CEO Mallers to Lead Bitcoin Investment Company Backed by Tether, Softbank, Brandon Lutnick   Jamie has been part of CoinDesk's news team since February 2021, focusing on breaking news, Bitcoin tech and protocols and crypto VC. He holds BTC, ETH and DOGE.",,https://www.coindesk.com/markets/2025/05/09/metaplanet-plans-a-further-21m-bond-sale-to-buy-more-btc,2025-05-09
144,CoinDesk Weekly Recap: Even ETH Is Up,"It was a pretty positive week for crypto as prices rose, big deals were signed, and stablecoins continued to penetrate deep into the financial system. Even ETH, a perennial downer of late,rose sharply, reaching nearly $2300 at press time. The CoinDesk 20, a barometer for the whole market, has risen15%-plussince Monday. Bitcoin was near ATH levels this week on the back of more positive “trade” news. Bearishpositions were liquidatedand ETF flows were up, Omkar Godbole reported. ETH’s resurgence may have had something to do with itsPectra upgrade, which went off without a hitch (as Ethereum upgrades tend to). Pectra will make staking easier (and bigger) and boost efficiency. Margaux Nijkerk, our Ethereum reporter, had the news. Coinbase signed the biggest acquisition in crypto history, a $2.9 billion deal for Deribit, a crypto options pioneer. Wall Street analysts said Coinbase is now agenuine player in derivatives, rivaling Binance. Still, the deal couldn’t boost Coinbase’s stock price, which took a hit on tariff-affected Q1earnings. Helene Braun wrote about that. About those stablecoins… Meta (formerly Facebook) looks set to jointhe integration party; asdoes Stripe. But Senate Democrats arestalling the stablecoin bill, citing concerns about numerous questionable Trump crypto ventures. That delay could in turn affect the timetable for a more comprehensive “market structure” bill. New Hampshire (“Live Free or Die”) signed the U.S.’s first statecrypto reserve law. Many more are set to follow,Jesse Hamilton reported. Meanwhile, Strike, which started as a bitcoin wallet, announced plans to get into bitcoin-based lending. Many expect the bitcoin credit market to expand from here. This happened the same week, another bitcoin lender — disgraced Celsius Founder Alex Mashinsky — wassentenced to 12 years in prisonfor securities fraud related to the last cycle. Hopefully, bitcoin lending will work out better this time around.    Benjamin Schiller is CoinDesk's managing editor for features and opinion. Previously, he was editor-in-chief at BREAKER Magazine and a staff writer at Fast Company. He holds some ETH, BTC and LINK.",,https://www.coindesk.com/news-analysis/2025/05/09/coindesk-weekly-recap-even-eth-is-up,2025-05-09
145,Celsius Founder Alex Mashinsky Sentenced to 12 Years in Prison for Fraud,"NEW YORK, NY — Alex Mashinsky, the founder and former CEO of bankrupt crypto lending platform Celsius Network, was sentenced to 12 years in prison on Thursday for fraud.  Judge John Koeltl of the Southern District of New York (SDNY) handed down the sentence, saying the 12 years — composed of a 120-month sentence to be served concurrently with a separate 144-month sentence for the two charges Mashinsky pled guilty to — reflected Mashinsky’s “extremely serious” crimes. The sentence splits the difference between the mere one year and a day in prison requested by his defense team, and the 20 years suggested by prosecutors. He has also agreed to forfeit $48 million and several pieces of real estate.  “No matter what the sentence, the sentence will not cure the monetary or psychological harm caused to the victims,” Koeltl said.  Before Celsius’ collapse in 2022, Mashinsky repeatedly lied to investors about the safety of their deposits. He falsely claimed that Celsius had regulatory approval, he insisted that the platform did not make uncollateralized loans when, in fact, it did, and he lied about selling his CEL tokens while manipulating the price for his own financial gain – making over $48 million in profit from CEL alone, prosecutors said. Mashinsky’s poor leadership and self-dealing drove Celsius into bankruptcy, leaving a gaping $1.2 billion hole — which prosecutors said is more like $7 billion at today’s prices — in the company’s balance sheet.  When Celsius did collapse, over 100,000 creditors claimed they lost a collective $4.7 billion according to initial bankruptcy documents.  “Alexander Mashinsky targeted retail investors with promises that he would keep their ‘digital assets’ safer than a bank, when in fact he used those assets to place risky bets and to line his own pockets,” U.S. Attorney Jay Clayton said in a statement. “In the end, Mashinsky made tens of millions of dollars while his customers lost billions. America’s investors deserve better. The case for tokenization and the use of digital assets is strong but it is not a license to deceive. The rules against fraud still apply, and the SDNY will hold those who flout them accountable for their crimes.”  In both their pre-sentencing documents and in their testimony in court on Thursday, Mashinsky and his lawyers attempted to downplay the one-time CEO’s role in the fraud. His lawyers told the court that Mashinsky “has not a malicious bone in his body” and that the government’s attempt to characterize him as the architect of a fraud scheme was “a hoax.”  Mashinsky wept as his lawyer, Marc Mukasey, told the court of his personal characteristics — including his military service in the Israeli army, his alleged track record of hiring homeless people to work at his various companies and, bafflingly, about his ongoing work on a non-fiction book about gravity since his arrest — which he urged the judge to consider as mitigating factors for Mashinsky’s sentence. When Mashinsky himself spoke to the judge, he cried intermittently as he apologized for the harm caused to his victims.  “As someone who came from nothing, I recognize how hard people work to earn, save and invest in crypto,” Mashinsky said. “I respectfully ask the victims for forgiveness and I apologize to all of them for my mistakes. I’m truly sorry.”  Six of those victims spoke in court on Thursday, detailing their pain and suffering in the aftermath of Celsius’ collapse.  One victim, Cameron Crewes, told the court that Mashinsky and his lawyers’ spin on his conduct was a “horrific minimization” of the damage he caused at Celsius.  “Defense says he’s working on a new book about gravity, but he seems not to understand the gravity of the situation,” Crewes said, adding that at least 231 Celsius creditors have died since the platform’s collapse, and will never be made whole.  Another creditor, Hollis Waite, described how he was “woefully unprepared” to send his two young children to college after losing a significant chunk of his savings in Celsius. Yet another, Hugh Mitton, told the court that he’d lost sleep, his mental health, and his time since Celsius’ collapse. Mitton took issue with Mashinsky’s lawyers’ characterization that he was voluntarily missing his son’s college graduation, also on Thursday, in order to attend his sentencing and take responsibility for his crimes.  “[He] doesn’t make mention of all the people who can no longer afford to send their kids to university,” Mitton said.  Both victims and prosecutors pointed to Mashinsky’s continued failure to take real accountability for the actions that led to Celsius’ downfall, as well as the financial gain he and his wife Krissy made from Celsius, even during its collapse and subsequent bankruptcy – after which Krissy sold t-shirts saying “Unbankrupt Yourself,” a spin on Celsius’ “Unbank Yourself” slogan.  Mashinsky was stone-faced as he listened to his victims’ testimony. When the judge handed down the sentence, he seemed genuinely surprised, saying:  “I feel that while I am here to take responsibility, I am taking responsibility for a thousand employees. Not one of them has come forward to say what they have done. That’s it, your honor.”  As part of his plea agreement, Mashinsky is unable to appeal his sentence. He was ordered to self-report to prison to start his sentence in September. His lawyers requested that he be allowed to serve his sentence at FCI Otisville, a medium-security prison in New York that's also a temporary home to Mango Markets exploiter Avi Eisenberg, who wasrecently sentenced to four years in prison for the possession of child pornography.  If he serves the entirety of his sentence, Mashinsky will be 72-years-old upon release. On the news team at CoinDesk, Cheyenne focuses on crypto regulation and crime. Cheyenne is originally from Houston, Texas. She studied political science at Tulane University in Louisiana. In December 2021, she graduated from CUNY's Craig Newmark Graduate School of Journalism, where she focused on business and economics reporting. She has no significant crypto holdings.",,https://www.coindesk.com/policy/2025/05/08/celsius-founder-alex-mashinsky-sentenced-to-12-years-in-prison-for-fraud,2025-05-09
146,Opinion,,,https://www.coindesk.com/opinion,2025-05-09
147,How the Democrats’ Path to 2026 Victory Goes Through Decentralized Crypto,"The latest Crypto-and-Congress news is all about the Senate Democrats gettingcold feeton the stablecoin bill (the GENIUS Act). The same bill they voted forjust two months ago. Why the flip-flop? Because they don’t like Trump andthey think the bill will help him profit. Why the Democrats keep hitting “replay” on this losing message is beyond me. Hating on Trump does not win elections. Just refer to the electoral bloodbath of 2024. But here’s the kicker: Crypto isn’t the threat, it’s the opportunity. If Democrats dropped their losing soundbites long enough to really learn crypto, they wouldn’t just write better policy, they’d rewrite their political future in 2026. In 2024, Democrats lost a generation. Young men who had historically leaned in hard for Democrats, fled. In just four years, young men went from backing Biden to giving Trump a30-point swing,flipping hard against the very candidate they once rejected. While there’s plenty of soul-searching to be done about why, one answer is hiding in plain sight: crypto. Yes, crypto. And despite Big Crypto’s talking points, it’s not because young male voters are single-issue crypto voters.They’re not. It’s because crypto, like other emerging technologies of the past, reflects generational and gender divides that mirror the trends we’re seeing among young male voters. According to aPew Research Center survey, 41% of young men have used crypto. This is orders of magnitude greater than young women (16%) and people over 50 (8%). So even if that young male voter isn’t holding crypto himself, 42% of his peer group is. It’s in his social media feeds, his podcast rotations, his group chats. And right now, he’s hearing only one side of the story, because Democrats have refused to learn the tech. It’s important to remember that these young men aren’t all online crypto scammers. They are the same ones who overwhelminglyshareDemocratic values such as “basic health insurance is a right” and the “government should spend more to reduce poverty.” The Democrats can keep calling crypto a criminal enterprise over and over, but it doesn’t make it one. The only effective thing it does is tell all young men that the Dems want to cancel them. And we’ve seen how young men have punished them for it at the voting booth. Let’s say the quiet part out loud: the crypto-natives don’t want to see Trump as the face of this community. He and his family are promoting the same kind of rug-pull projects that the crypto community has spent years battling. So why did young men vote for him? Because even with the grifting, he isn’t completely ignoring them or, worse, pretending they’re something they’re not. Go to any crypto meetup or conference and you’ll know that the builders aren’t about hype tokens or centralized projects propped up only by endorsements. Crypto is about giving people control of their money, their data, and their digital identity. The ethos is grounded in the earned distrust of centralized institutions: Wall Street, Big Tech, and the federal government (most recently proven by the speed of DOGE’s access to all of our data). The community’s oft-quoted mantras prove the point: ● “Don’t trust. Verify.” ● “Not your keys, not your coins.” ● “If you don’t know where the yield comes from,youare the yield.” These are not the vibes of blind allegiance. The crypto community was born out of the 2008 financial crisis, when banks collapsed under their own misconduct and taxpayers footed the bill. Embedded within Bitcoin’sgenesis blockis the hardcoded reminder: “The Times 03/Jan/2009 Chancellor on brink of second bailout for banks.” The Democrats’ insistence of conflating that community with Trump’s opportunism is lazy. The obvious consequence has been to push away the very voters they desperately need. Sure, some politicians may be a little scared of the campaign money involved: Crypto PACs have raised over$260 million,making crypto the sixth largest Super PAC, dwarfing any other industry-supported Super PAC (all the others are related to a particular party or candidate). But those donations came from just 50 individuals. That’s not a movement. It’s a small elevator lobby. Meanwhile, there’s a whole voter base of millions of young men who turned to crypto because of their mistrust of Wall Street and Big Tech. The same mistrust Democrats share of those same centralized entities. Democrats don’t have to embrace hype coins or endorse bad legislation. In fact, they shouldn’t. But they do need to actually learn to embrace the core values of the builders in the crypto community: individual digital ownership and decentralization. Democrats also need to start demonstrating this now. They can’t risk another cycle without bringing young men back under the tent. One cycle can be a blip, but two cycles in a row becomes a habit, and habits are hard to break. The GENIUS Act is actually the perfect opportunity for the Democrats to show that they’re a party that is more interested in voters than soundbites against Trump. Thecurrent draftis 57 pages of legislative jargon to elevate the roles of centralized entities in overseeing stablecoins. No surprise. Remember those 50 individuals who raised $260 million for the crypto Super PAC? They’ll definitely benefit from an increased reliance on their intermediation. But embedded in the draft legislation is a small definition that is doing a lot of work, and that’s the definition of “distributed ledger.” Instead of hating on Trump, the Democrats could band together to say that the definition doesn’t require decentralization or network security, and until that happens, they can’t advance a stablecoin bill that only promotes fee-taking central intermediaries. Now that could be the beginning of a real sea-change. The Democrats wouldn’t even need to mention Trump. The reality would be that none of the Trump family crypto projects would survive a definition that required true decentralization. So here’s the real question: do Democrats want to keep losing elections just to avoid learning new tech? Or are they finally ready to act like a party that wants to win votes again? Note: The views expressed in this column are those of the author and do not necessarily reflect those of CoinDesk, Inc. or its owners and affiliates. Hermine Wong, a lecturer at Berkeley Law, advises founders, VCs, boards, and executives in the emerging tech industry. Before establishing her own practice, she built and led the Policy team at the first publicly-listed U.S. crypto exchange. She also spent a decade in public service at the U.S. Securities and Exchange Commission, the Office of Information and Regulatory Affairs (OIRA), the Office of Management and Budget, the U.S. State Department, and the Pentagon. She has briefed members of Congress, the White House, regulatory bodies at the state, federal, and international levels, as well as intergovernmental bodies. She is a TV commentator and has been quoted in publications such as the Wall Street Journal, Reuters, Forbes, Inc., and the Verge. She holds a JD from the University of Michigan Law School and BAs in French and Political Science from the University of California, Berkeley.",,https://www.coindesk.com/opinion/2025/05/08/how-the-democrats-path-to-2026-victory-goes-through-decentralized-crypto,2025-05-09
148,Hermine Wong,,,https://www.coindesk.com/author/hermine-wong,2025-05-09
